Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,GICS_sector,GICS_Industry_Group,GICS_Industry,GICS_Sub_Industry,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,
Climate Change,2018,5624,Enerplus Corporation,ERF CN,CA2927661025,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Natural gas extraction, Oil & gas extraction", Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,
Climate Change,2018,5767,"EOG Resources, Inc.",EOG US,US26875P1012,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Natural gas extraction, Oil & gas extraction, Oil & gas marketing & retailing"," Oil & gas extraction & production, Oil & gas retailing", Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,
Climate Change,2018,5885,Estee Lauder Companies Inc.,EL US,US5184391044,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Personal care & household products, Chemicals, Manufacturing,Personal care & household products,Chemicals,Manufacturing,General,
Climate Change,2018,6113,Exelon Corporation,EXC US,US30161N1019,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," CCGT generation, Electricity networks, Gas utilities, Nuclear generation"," Energy utility networks, Nuclear power generation, Thermal power generation"," Infrastructure, Power generation",CCGT generation,Thermal power generation,Power generation,Electric utilities,
Climate Change,2018,6128,Expeditors International of Washington,EXPD US,US3021301094,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Logistics - 3rd party, Logistics - transport", Intermodal transport & logistics, Transportation services,Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,
Climate Change,2018,6285,Fifth Third Bancorp,FITB US,US3167731005,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks", Financial services, Services,Banks,Financial services,Services,General,
Climate Change,2018,6287,FedEx Corporation,FDX US,US31428X1063,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Air freight, Logistics - 3rd party, Logistics - transport, Road freight, Transportation support services"," Air transport, Industrial support services, Intermodal transport & logistics, Road transport"," Services, Transportation services",Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,
Climate Change,2018,6333,Finning International Inc.,FTT CN,CA3180714048,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Dealers, wholesalers & distributors, Industrial machinery distribution, Industrial services, Insurance, Vehicles & machinery rental & leasing"," Financial services, Industrial support services, Trading, wholesale, distribution, rental & leasing", Services,Industrial services,Industrial support services,Services,General,
Climate Change,2018,6383,FirstEnergy Corporation,FE US,US3379321074,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Coal generation, Electricity networks"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities,
Climate Change,2018,6414,First Capital Realty Inc.,FCR CN,CA31943B1004,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Real estate owners & developers, Land & property ownership & development, Infrastructure,Real estate owners & developers,Land & property ownership & development,Infrastructure,General,
Climate Change,2018,6419,First Solar Inc,FSLR US,US3364331070,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Solar energy equipment, Renewable energy equipment, Manufacturing,Solar energy equipment,Renewable energy equipment,Manufacturing,General,
Climate Change,2018,6430,"Fiserv, Inc.",FISV US,US3377381088,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Banks, Other financial"," Financial services, Specialized professional services", Services,Banks,Financial services,Services,General,
Climate Change,2018,6550,Flex Ltd.,FLEX US,SG9999000020,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,6559,Fluor Corporation,FLR US,US3434121022,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Energy infrastructure construction, Non-residential building construction, Transportation infrastructure & other construction", Construction, Infrastructure,Energy infrastructure construction,Construction,Infrastructure,General,
Climate Change,2018,6595,Ford Motor Company,F US,US3453708600,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Automobiles, Banks"," Financial services, Transportation equipment"," Manufacturing, Services",Automobiles,Transportation equipment,Manufacturing,Transport OEMS,
Climate Change,2018,6684,"Franklin Resources, Inc.",BEN US,US3546131018,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks", Financial services, Services,Asset managers,Financial services,Services,General,
Climate Change,2018,6685,Franco-Nevada Corporation,FNV CN,CA3518581051,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Land sales & leasing, Other non-ferrous ore mining, Precious metals & minerals mining"," Land & property ownership & development, Metallic mineral mining"," Infrastructure, Mineral extraction",Precious metals & minerals mining,Metallic mineral mining,Mineral extraction,Metals & mining,
Climate Change,2018,7060,Gap Inc.,GPS US,US3647601083,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Apparel stores, Specialist retail", Discretionary retail, Retail,Apparel stores,Discretionary retail,Retail,General,
Climate Change,2018,7156,General Mills Inc.,GIS US,US3703341046,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Baked goods & cereals, Dairy & egg products, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",
Climate Change,2018,7164,General Motors Company,GM US,US37045V1008,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Automobiles, Banks"," Financial services, Transportation equipment"," Manufacturing, Services",Automobiles,Transportation equipment,Manufacturing,Transport OEMS,
Climate Change,2018,7166,General Electric Company,GE US,US3696041033,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock"," Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment"," Biotech, health care & pharma, Manufacturing, Services",Industrial machinery,Powered machinery,Manufacturing,General,
Climate Change,2018,7271,"Genworth Financial, Inc.",GNW US,US37247D1063,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks, Insurance", Financial services, Services,Insurance,Financial services,Services,General,
Climate Change,2018,7344,Gildan Activewear Inc.,GIL CN,CA3759161035,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Apparel & footwear design, Apparel design, Apparel,Apparel & footwear design,Apparel design,Apparel,General,
Climate Change,2018,7582,Goldcorp Inc.,G CN,CA3809564097,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Other non-ferrous ore mining, Precious metals & minerals mining", Metallic mineral mining, Mineral extraction,Precious metals & minerals mining,Metallic mineral mining,Mineral extraction,Metals & mining,
Climate Change,2018,7599,Goldman Sachs Group Inc.,GS US,US38141G1040,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks, Insurance", Financial services, Services,Banks,Financial services,Services,General,
Climate Change,2018,7616,"Alphabet, Inc.",GOOGL US,US02079K1079,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Marketing, Software, Web-based services"," IT & software development, Web & marketing services", Services,Marketing,Web & marketing services,Services,General,
Climate Change,2018,7619,Goodyear Tire & Rubber Company,GT US,US3825501014,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Rubber products, Tires"," Light manufacturing, Wood & rubber products"," Manufacturing, Materials",Rubber products,Wood & rubber products,Materials,General,
Climate Change,2018,7631,Graphic Packaging,GPK US,US3886891015,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Paper packaging, Paper products", Paper products & packaging, Manufacturing,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,
Climate Change,2018,7690,Great-West Lifeco Inc.,GWO CN,CA39138C1068,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Insurance", Financial services, Services,Insurance,Financial services,Services,General,
Climate Change,2018,7814,Aimia Inc.,AIM CN,CA00900Q1037,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,
Climate Change,2018,7915,H.B. Fuller,FUL US,US3596941068,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Ceramics, Specialty chemicals"," Chemicals, Other materials"," Manufacturing, Materials",Specialty chemicals,Chemicals,Manufacturing,Chemicals,
Climate Change,2018,8027,Halliburton Company,HAL US,US4062161017,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,
Climate Change,2018,8054,Caesars Entertainment,CZR US,US1276861036,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Food & beverage amenities, Gambling, Hotels & lodging"," Bars, hotels & restaurants, Entertainment facilities", Hospitality,Gambling,Entertainment facilities,Hospitality,General,
Climate Change,2018,8055,L3Harris Technologies INC,,US4138751056,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Electrical equipment, Other professional services"," Electrical & electronic equipment, Specialized professional services"," Manufacturing, Services",Electrical equipment,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,8116,"The Hartford Financial Services Group, Inc.",HIG US,US4165151048,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Insurance, Financial services, Services,Insurance,Financial services,Services,General,
Climate Change,2018,8126,"Hasbro, Inc.",HAS US,US4180561072,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Dealers, wholesalers & distributors, Toys & games"," Leisure & home manufacturing, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Services",Toys & games,Leisure & home manufacturing,Manufacturing,General,
Climate Change,2018,8272,Hertz Global Holdings,HTZ US,US42806J1060,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Vehicles & machinery rental & leasing," Trading, wholesale, distribution, rental & leasing", Services,Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Services,General,
Climate Change,2018,8274,Hess Corporation,HES US,US42809H1077,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Natural gas extraction, Oil & gas extraction", Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,
Climate Change,2018,8348,"Hilton Worldwide, Inc.",HLT US,US43300A2033,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General,
Climate Change,2018,8526,"The Home Depot, Inc.",HD US,US4370761029,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Specialist retail, Discretionary retail, Retail,Specialist retail,Discretionary retail,Retail,General,
Climate Change,2018,8553,Honeywell International Inc.,HON US,US4385161066,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Dealers, wholesalers & distributors, Electrical equipment, Engines & motors, Other vehicle equipment & systems, Specialty chemicals"," Chemicals, Electrical & electronic equipment, Powered machinery, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Services",Electrical equipment,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,8587,"Host Hotels & Resorts, Inc.",HST US,US44107P1049,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, REIT, Financial services, Services,REIT,Financial services,Services,General,
Climate Change,2018,8634,HudBay Minerals Inc.,HBM CN,CA4436281022,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Other non-ferrous metals, Other non-ferrous ore mining, Precious metals & minerals mining"," Metal smelting, refining & forming, Metallic mineral mining"," Materials, Mineral extraction",Other non-ferrous ore mining,Metallic mineral mining,Mineral extraction,Metals & mining,
Climate Change,2018,8644,Humana Inc.,HUM US,US4448591028,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Health care services, Insurance"," Financial services, Other services", Services,Health care services,Other services,Services,General,
Climate Change,2018,8670,Huntington Bancshares Incorporated,HBAN US,US4461501045,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks", Financial services, Services,Banks,Financial services,Services,General,
Climate Change,2018,8675,Husky Energy Inc.,HSE CN,CA4480551031,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Biofuel processing, Oil & gas extraction, Oil & gas refining"," Chemicals, Oil & gas extraction & production, Oil & gas processing"," Fossil Fuels, Manufacturing",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas,
Climate Change,2018,8770,Idacorp Inc,IDA US,US4511071064,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," CCGT generation, Coal generation, Hydro generation"," Renewable power generation, Thermal power generation", Power generation,CCGT generation,Thermal power generation,Power generation,Electric utilities,
Climate Change,2018,8838,IGM Financial Inc.,IGM CN,CA4495861060,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Asset managers, Financial services, Services,Asset managers,Financial services,Services,General,
Climate Change,2018,8858,Illinois Tool Works Inc.,ITW US,US4523081093,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Electrical equipment, Fabricated metal components, Industrial machinery, Plastic products, Specialty chemicals"," Chemicals, Electrical & electronic equipment, Metal products manufacturing, Plastic product manufacturing, Powered machinery", Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,
Climate Change,2018,9037,Industrial Alliance Insurance and Financial Services Inc.,IAG CN,CA4558711038,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Insurance", Financial services, Services,Insurance,Financial services,Services,General,
Climate Change,2018,9284,International Business Machines (IBM),IBM US,US4592001014,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Banks, Computer hardware, IT services, Other professional services, Software"," Electrical & electronic equipment, Financial services, IT & software development, Specialized professional services"," Manufacturing, Services",Other professional services,Specialized professional services,Services,General,
Climate Change,2018,9298,Intel Corporation,INTC US,US4581401001,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Electronic components, Software"," Electrical & electronic equipment, IT & software development"," Manufacturing, Services",Electronic components,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,9301,Inter Pipeline Ltd.,IPL CN,CA45833V1094,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Natural gas extraction, Oil & gas pipelines & storage"," Oil & gas extraction & production, Oil & gas storage & transportation", Fossil Fuels,Oil & gas pipelines & storage,Oil & gas storage & transportation,Fossil Fuels,Oil & gas,
Climate Change,2018,9310,Intact Financial Corporation,IFC CN,CA45823T1066,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Insurance, Financial services, Services,Insurance,Financial services,Services,General,
Climate Change,2018,9336,International Flavors & Fragrances Inc.,IFF US,US4595061015,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Specialty chemicals, Chemicals, Manufacturing,Specialty chemicals,Chemicals,Manufacturing,Chemicals,
Climate Change,2018,9352,International Paper Company,IP US,US4601461035,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Paper packaging, Paper products, Pulp & paper mills"," Paper products & packaging, Wood & paper materials"," Manufacturing, Materials",Paper products,Paper products & packaging,Manufacturing,Paper & forestry,
Climate Change,2018,9366,Intuit Inc.,INTU US,US4612021034,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Software, IT & software development, Services,Software,IT & software development,Services,General,
Climate Change,2018,9630,J M HUBER,3095Z US,,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Specialty chemicals, Chemicals, Manufacturing,Specialty chemicals,Chemicals,Manufacturing,Chemicals,
Climate Change,2018,9638,Jabil Inc.,JBL US,US4663131039,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,9759,Jetblue Airways Corporation,JBLU US,US4771431016,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Passenger airlines, Air transport, Transportation services,Passenger airlines,Air transport,Transportation services,Transport services,
Climate Change,2018,9829,Johnson & Johnson,JNJ US,US4781601046,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Health care services, Health care supplies, Medical equipment, Personal care & household products, Pharmaceuticals"," Biotech & pharma, Chemicals, Medical equipment & supplies, Other services"," Biotech, health care & pharma, Manufacturing, Services",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General,
Climate Change,2018,9843,JLL,JLL US,US48020Q1076,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Banks, Real estate services"," Financial services, Other services", Services,Real estate services,Other services,Services,General,
Climate Change,2018,9871,JPMorgan Chase & Co.,JPM US,US46625H1005,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Asset managers, Banks, Insurance", Financial services, Services,Banks,Financial services,Services,General,
Climate Change,2018,9902,"Juniper Networks, Inc.",JNPR US,US48203R1041,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Communications equipment, Electrical & electronic equipment, Manufacturing,Communications equipment,Electrical & electronic equipment,Manufacturing,General,
Climate Change,2018,9954,Kansas City Southern,KSU US,US4851703029,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Rail freight, Transportation support services"," Industrial support services, Rail transport"," Services, Transportation services",Rail freight,Rail transport,Transportation services,Transport services,
Climate Change,2018,10056,Kellogg Company,K US,US4878361082,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR," Baked goods & cereals, Other food processing", Food & beverage processing," Food, beverage & agriculture",Baked goods & cereals,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",
Climate Change,2018,10057,Kelly Services,KELYA US,,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,
Climate Change,2018,10109,KeyCorp,KEY US,US4932671088,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR,GICS VALUES NOT REPORTED FOR THIS YEAR, Banks, Financial services, Services,Banks,Financial services,Services,General,
