Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector
Water,2017,427,Air Canada,AC CN,CA0089117034,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,13532,Novelis Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,70970,PROCOM CONSULTANTS GROUP LTD,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,7814,Aimia Inc.,AIM CN,CA00900Q1037,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,4355,Davis + Henderson Corp,DH CN,CA23290R1010,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33870,SMUD,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,7151,General Cable Corp,BGC US,US3693001089,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33747,JASPER ENGINES & TRANSMISSIONS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52426,SUPERIOR ENVIRONMENTAL CORP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56263,EMPIRE TELECOM USA LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52918,CCOMM INTEGRATED TECHNOLOGY SERVICES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48379,ALORICA INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,40316,Ingram Micro Inc.,IM US,US4571531049,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61579,P2Solutions,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,53093,ONX USA LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47832,SABRE TUBULAR STRUCTURES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71051,STRATACACHE INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,34437,KC Transportation,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,51909,M&M Cartage,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,22427,"Universal Truckload Services, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62405,UNIVERSAL ELECTRONICS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47298,Autobahn Freight Lines Ltd.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,2656,Canadian National Railway Company,CNR CN,CA1363751027,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33933,WESTELL TECHNOLOGIES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33708,GENESIS NETWORKS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33614,APPLIED COMPUTER SOLUTIONS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,40574,PS ENERGY GROUP INC,2822225Z US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33755,KFORCE.COM,KFRC US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,14821,Pitney Bowes Inc.,PBI US,US7244791007,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33647,CHARLES INDUSTRIES,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,34446,Neapco,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48394,THE MANAGEMENT NETWORK GROUP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,51894,Detroit Thermal Systems,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33834,RECOVERY LOGISTICS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,30839,LMI (Logistics Management Institute),,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52983,SAVANT ACCESS INCORPORATED,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33612,APC WORKFORCE - ZEROCHAOS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,51990,Insight Enterprises Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71104,COOKSON ALPHA METALS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33667,Crystal Equation Corporation,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33756,KGP TELECOMMUNICATIONS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62392,PERFECT 10 SATELLITE DISTRIBUTING,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52379,Active on Demand,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,51895,Detroit Manufacturing Systems,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56260,ASOCIAR LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52425,SONIM TECHNOLOGIES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,32992,Generac Power Systems,GNRC US,US8793601050,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56695,"Vizzuality, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48376,AD TECHNOLOGIES,NOT FOUND*,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,34462,TTR Transport,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,1616,BCE Inc.,BCE CN,CA05534B7604,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,31030,Sutherland Global Services,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33750,JERRY L JOHNSON & ASSOCIATES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33842,RJ DAUM CONSTRUCTION,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33637,CABLE CONNECTION & SUPPLY,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47422,National Freight Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48393,"Madison Group, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,40548,CHC CONSULTING LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,19610,TURNER CONSTRUCTION COMPANY,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56354,THE SUNDT COMPANIES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33903,THE KNAPHEIDE MANUFACTURING COMPANY,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,11796,"MetLife, Inc.",MET US,US59156R1086,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,37788,Mini-Circuits Laboratories,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,59347,CSRA,CSRA US,US12650T1043,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,8274,Hess Corporation,HES US,US42809H1077,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,13488,Northrop Grumman Corp,NOC US,US6668071029,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,3352,Cigna,CI US,US1255091092,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,56327,Abt Associates Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52403,CASS INFORMATION SYSTEMS,CASS US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,2044,Booz Allen Hamilton,BAH US,US0995021062,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,40588,WIRELESS FACILITIES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33715,"GROUP O, INC",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,33862,SOFTWARE SOLUTIONS UNLIMITED,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,49441,Leidos,LDOS US,US5253271028,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,12893,Navistar International Corporation,NAV US,US63934E1082,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,40656,Husky,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47254,SHANG HAI JING SHENG,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,37977,Tennant Company,TNC US,US8803451033,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48094,Southeastern Container (SEC),,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48075,Finlays,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62323,"Golden Aluminum, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,48073,"Cor-Tech, LLC",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71218,PRYOR METALS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61426,Acacia Communications Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,50921,Hail and Cotton,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,7915,H.B. Fuller,FUL US,US3596941068,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62656,RENEE TAYLOR CONSULTING INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71256,Equilend Holdings LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71319,Performance Technology Partners,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71208,AirSpeed LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71439,Delphin Computer Supply,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,1087,"Assurant, Inc.",AIZ US,US04621X1081,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71389,5x Technology LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62672,UNLEASHING LEADERS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62639,LEADING RESOURCES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71499,MODULAR COMMUNICATIONS SYSTEMS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62653,PROVIDENCE TECHNOLOGY GROUP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71327,"Regional Economic Models, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71468,GRANITE DATA SOLUTIONS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,62435,Harvest Farms,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71465,GEOCON CONSULTANTS INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47475,VUTEQ CORP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,13486,Northern Trust,NTRS US,US6658591044,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71563,TSM CORP,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71583,BM ASSOCIATES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,2666,Canadian Pacific Railway,CP CN,CA13645T1003,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,47367,HILITE INTERNATIONAL INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71574,SUPERIOR PRODUCE INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,71559,PIECES AUTOMOBILES RAUFOSS CANADA,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52389,MARWOOD METAL FABRICATION LTD,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52471,ANAPLAN INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,46658,AGMARK LOGISTICS,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,52472,EAST COAST WAREHOUSE AND DISTRIBUTI,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,38027,HUB FOLDING BOX CO INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,12574,MGP Ingredients Inc,MGPI US,US55303J1060,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,59909,A Schulman Inc,SHLM US,US8081941044,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61501,WageWorks,WAGE US,US9304271094,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2017,61858,Smith-Blair Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
